"Gene","Dlk1","Esr1","Nfib","Foxp2","Fezf1","Lepr"
"Taf15",0.14,0,0,0,0,0
"H2-Q4",0,0.71,0,0,0,0
"Lzts2",0,0,0.42,0,0,0
"Arhgef1",0,0,0,0.21,0,0.02
"Gpr101",0.44,0,0,0,0.28,0
"Cntn6",0,0,0,0,0.48,0.46
"Armcx6",0,0.02,0.45,0,0,0.3
"Clmn",0,0.12,0,0,0,0.05
"Fzd3",0,0,0,0,0,0.2
"Enox1",0,0.11,0,0,0.14,0
"Ddx5",0.01,0,0,0.19,0.05,0.06
"Man2a1",0.02,0,0,0.36,0,0
"4930473D10Rik",0,0.6,0,0.42,0,0
"Glra3",0,0,0,0.48,0,0.3
"Myo10",0,0.01,0,0,0,0
"Sipa1l1",0,0.36,0,0.07,0,0
"Dsc3",0,0.69,0,0.26,0,0
"Tspan17",0,0,0,0,0,0.57
"Ankrd24",0.13,0,0,0,0,0
"Commd10",0,0,0,0,0,0.14
"Hapln4",0,0,0.08,0,0,0.27
"Ociad1",0,0,0.11,0,0,0
"Lmnb1",0,0,0.2,0,0,0.09
"Rgs11",0,0,0,0.06,0,0.49
"4930532I03Rik",0.47,0.16,0,0,0,0
"Tll1",0,0.36,0,0.72,0,0
"Kidins220",0,0,0,0,0.06,0.01
"Negr1",0.21,0.22,0,0.17,0.25,0.18
"Arhgef10l",0.1,0,0.01,0,0,0
"A830018L16Rik",0,0.17,0,0.35,0.36,0
"Rnf207",0,0.66,0,0,0,0.41
"Cers5",0,0,0,0.12,0,0
"Akap7",0.02,0,0,0.04,0,0
"Six6",0,0,0,0.75,0,0
"Colgalt2",0,0,0,0,0.72,0.22
"Sdk1",0,0,0,0.13,0,0.28
"Cd81",0,0,0.24,0,0,0
"Man1a",0.22,0.32,0,0,0.04,0
"Skil",0.22,0,0,0.12,0,0
"Adgrl3",0.2,0.18,0,0,0.22,0.22
"Rnd3",0,0,0.1,0,0,0.33
"Rnf25",0.21,0,0,0,0,0
"Rasgrf1",0.21,0.09,0.45,0,0.31,0
"Lrrc6",0.12,0.13,0,0,0,0.08
"Syn2",0.16,0.04,0,0,0,0
"Qk",0.01,0,0.14,0.12,0,0
"Fam189a1",0,0,0.13,0,0.22,0.06
"Pdk3",0,0,0,0.64,0,0.06
"Fndc3b",0,0,0,0,0,0
"4430402I18Rik",0,0,0,0,0,0.2
"Cacng2",0,0,0.04,0,0,0
"Actn4",0,0,0.08,0,0,0
"Camk2d",0,0.55,0,0.53,0,0
"Gpm6b",0,0,0,0.36,0,0.08
"Axin1",0,0.06,0,0,0,0
"Foxp2",0,0,0,0.97,0,0
"Prune2",0,0,0.31,0,0,0
"Akr1b3",0.5,0,0,0.01,0,0
"Atp2c1",0,0,0,0.42,0,0
"Plppr1",0.48,0.37,0,0.03,0.11,0
"Tmtc2",0,0,0,0,0.35,0.21
"Bmp1",0,0.09,0,0,0,0.59
"Speg",0.08,0,0,0,0,0
"Ankrd44",0.16,0,0.09,0,0,0
"Man1c1",0.29,0.37,0,0,0,0
"Rbms1",0,0,0,0.3,0,0.02
"Xpa",0.28,0,0,0,0,0
"Plekhg5",0,0.18,0,0,0,0
"Rab3c",0,0.35,0,0,0,0
"Slc24a4",0,0,0.14,0.44,0,0.32
"Pard3",0.09,0,0,0,0,0
"Gjc1",0.27,0.74,0,0,0,0
"Prss12",0,0.22,0.82,0,0,0
"Chchd3",0,0,0,0.07,0,0
"Mst1r",0.11,0,0,0.1,0,0.59
"Drd1",0.28,0.24,0,0,0.43,0
"Rnf150",0,0,0,0,0,0.03
"Cdh20",0.63,0.85,0,0,0,0
"Nuak2",0,0,0.94,0,0,0
"Palm2",0.09,0,0,0.31,0,0
"Vav3",0.75,0.01,0,0,0.01,0
"Tox2",0.11,0,0,0,0,0
"Scara5",0,0.32,0,0,0,0.33
"Adcy7",0,0,0.78,0,0,0
"Cd40",0,0.8,0,0,0,0
"3110009E18Rik",0,0,0.06,0.27,0,0.37
"Serinc2",0,0,0,0,0,0.69
"Nptx2",0,0,0,0,0,0.5
"Gtf2a1l",0.1,0,0,0.49,0.35,0
"Ttc28",0.41,0.37,0,0,0,0
"AI467606",0.05,0.12,0,0,0,0.58
"Klf10",0,0.2,0,0.24,0.35,0
"Glt8d1",0,0,0.09,0,0,0
"Slc2a13",0,0.15,0,0.04,0,0
"Add3",0,0,0,0.03,0,0.17
"Vipr2",0,0,0.29,0.58,0,0
"Ppp1r16b",0,0,0.13,0,0,0.34
"Serinc1",0,0,0.25,0,0.06,0
"Numb",0,0,0,0,0,0
"Acaa1b",0,0,0,0,0.09,0.68
"Rasl11a",0,0,0,0,0,0.72
"Map3k19",0,0,0,0,0.1,0.24
"Slc16a2",0,0,0,0.54,0,0
"Chst2",0,0,0.62,0,0,0
"Vps13a",0,0,0,0,0,0.01
"Fth1",0,0,0.18,0,0.08,0
"Ryr3",0,0.19,0.34,0,0.12,0
"Cdk5rap1",0,0,0,0,0,0.21
"Zfhx4",0,0,0,0.09,0,0.06
"Fgfr1",0,0,0,0.35,0,0
"Grm1",0.33,0,0,0,0,0.17
"Vwa5b1",0,0,0.16,0.14,0,0.31
"Pde10a",0,0,0,0.13,0.33,0
"Rph3al",0,0,0,0,0,0.37
"Nr2f2",0,0.21,0.19,0,0,0.31
"Pak3",0.15,0.14,0.2,0,0,0
"Apbb1ip",0,0,0,0.76,0.27,0
"Fam13a",0.36,0,0,0,0,0
"Rnf128",0.41,0,0,0,0.29,0
"Cbfb",0,0.23,0,0,0,0.14
"Aknaos",0,0,0.71,0,0,0
"Cacna2d2",0.19,0,0.13,0.47,0,0
"Nrg3",0,0,0,0.24,0,0.25
"Mme",0,0,0.04,0.61,0.23,0
"Palm",0,0,0,0,0,0.05
"Lypd6b",0,0.24,0.01,0,0,0.06
"Pcsk1",0,0,0.26,0,0.04,0
"Plce1",0,0.26,0,0,0.14,0.4
"Grip1",0,0.33,0,0,0,0.49
"Rpl9-ps6",0,0,0.14,0,0,0
"Gucy1a2",0,0,0,0,0,0
"Fut8",0,0,0,0,0.07,0
"Syt10",0,0.25,0.05,0.03,0,0
"Notch2",0,0,0,0,0.57,0.23
"Slc9a3",0,0.44,0,0.32,0,0
"Atp13a2",0.15,0,0,0,0,0.01
"Gstz1",0,0.21,0,0,0,0.06
"Atp5f1",0,0,0.15,0,0,0
"Cited2",0.02,0,0,0,0.65,0
"Chrd",0,0,0.59,0,0.22,0
"Zdhhc22",0,0.08,0,0,0,0.27
"Odf2",0,0,0,0.07,0,0
"D030055H07Rik",0.48,0,0.48,0,0,0
"Fgf11",0.73,0.38,0,0,0,0
"C78859",0,0,0,0.46,0,0.15
"Ccdc40",0.07,0.14,0,0,0,0.09
"Gpr45",0,0,0,0.26,0,0
"Hmgcr",0,0,0,0,0,0.11
"4930522L14Rik",0,0,0.45,0.08,0,0
"Haus4",0.7,0,0,0,0,0
"Adprm",0,0,0,0,0,0.27
"Prmt8",0,0,0.19,0.09,0,0.28
"Fat3",0,0.43,0,0,0,0.08
"Hcn3",0,0.02,0,0,0,0.3
"Rgl1",0,0,0,0.21,0,0.02
"Dock11",0.17,0,0,0.57,0,0
"Ptprt",0,0.08,0.12,0.68,0,0
"Dnajc6",0.06,0,0,0,0,0.09
"Myo18a",0.05,0,0,0,0,0
"Lrrc23",0,0.5,0,0,0,0
"Hnf4g",0.96,0,0,0,0,0
"Garem1",0,0.25,0,0,0,0
"Apba2",0,0.34,0,0,0,0
"Kitl",0.8,0,0,0.26,0,0
"D930020B18Rik",0,0.12,0,0,0.05,0.34
"Cpe",0,0,0.22,0,0.15,0
"Hook1",0.04,0,0,0,0,0
"Ndrg1",0,0,0.1,0,0,0.43
"Rtn3",0.2,0.16,0.14,0,0.11,0.18
"A230108P19Rik",0.22,0,0.08,0,0.77,0
"Fcor",0,0,0,0,0,0.47
"Cux2",0.74,0,0.17,0,0,0
"Cavin2",0.71,0.1,0,0,0.34,0
"Hspa5",0,0,0.02,0,0,0
"Rab30",0.34,0,0.02,0,0,0
"Actn2",0,0.18,0,0,0,0.46
"Rgs21",0.76,0.01,0,0,0.34,0
"Hdac8",0,0,0,0.07,0,0
"Ntrk3",0,0.07,0,0.13,0,0.02
"Macrod2",0,0.13,0,0.19,0,0.23
"Crocc2",0,0.54,0,0,0,0.23
"Nrxn1",0.25,0.24,0.24,0.19,0.24,0.25
"Lcorl",0,0,0,0.14,0,0.66
"Sppl2a",0,0,0,0,0,0.05
"Traf3ip3",0.54,0.37,0,0,0,0
"Lama1",0,0,0,0.52,0.51,0.2
"Cenpc1",0,0,0,0.2,0,0
"Sept6",0,0,0,0,0,0.24
"Nr0b1",0,0,0.18,0,0.31,0.4
"Spock2",0,0,0.18,0,0,0
"Aass",0,0,0,0.84,0.05,0
"Map3k15",0,0.48,0,0,0,0.3
"Dtl",0,0.69,0,0,0,0
"Socs2",0.78,0.44,0,0,0,0
"Atp5o",0.22,0,0,0,0,0
"D5Ertd615e",0.09,0,0,0,0.05,0.37
"Csrnp3",0,0,0,0,0,0.03
"4930419G24Rik",0,0,0.49,0,0.13,0.03
"Gpr150",0,0,0,0.63,0.21,0.2
"Usp35",0,0,0,0,0,0.3
"Atg9b",0.01,0,0,0,0,0.34
"Nmu",0.09,0.28,0,0,0.91,0
"Macrod2os1",0,0,0,0,0,0.23
"Fcf1",0,0,0,0.02,0,0.21
"Tns3",0,0,0,0,0,0.72
"Npy1r",0,0.77,0,0,0,0.34
"Phf11d",0,0.75,0,0,0,0.04
"Arfgef3",0.18,0,0,0,0,0
"Cst3",0,0,0.17,0,0.03,0
"Kiz",0,0.29,0,0,0,0.05
"Cemip",0.51,0.65,0,0,0,0
"Clrn1",0,0,0.53,0,0.28,0.38
"Samd4",0.01,0,0,0,0,0
"Rhbdf1",0,0.08,0,0,0,0.64
"Pgap1",0,0.13,0,0,0,0
"Tgfa",0,0,0,0,0,0.71
"Sox5os4",0,0,0.18,0,0.15,0.68
"Fbxw7",0,0,0,0,0,0.02
"Rybp",0,0,0,0.02,0,0.12
"Tmeff1",0,0,0,0.27,0,0.45
"Galnt17",0,0,0.36,0.24,0.21,0.05
"Pcsk4",0,0.46,0,0,0,0.22
"Trhde",0,0.57,0,0.49,0,0
"Taf7l",0,0,0,0,0,0.37
"Tenm1",0,0.4,0.19,0.51,0,0
"Kcnn3",0,0,0.04,0,0,0.51
"Afg1l",0,0,0,0.26,0,0
"Iqsec1",0,0.18,0,0,0,0
"Cyfip1",0,0,0,0.52,0,0
"Arid5b",0,0,0.01,0.4,0,0
"Nktr",0.18,0.08,0,0,0,0
"Gab2",0,0,0.01,0,0,0.09
"Iqgap2",0,0.03,0,0,0,0.54
"Fut10",0,0,0.22,0.93,0,0
"Pcsk5",0.87,0.35,0,0,0,0
"Hmgn3",0,0,0.03,0,0,0
"Abcc4",0,0,0,0,0,0.49
"A330015K06Rik",0,0.01,0,0,0,0.56
"Nhsl2",0,0,0,0,0,0
"Msi2",0,0,0.17,0,0.02,0
"Ngf",0,0.77,0,0,0,0
"Ccdc157",0.07,0.01,0,0,0,0.11
"Bhlhe41",0,0,0,0,0,0.05
"Elfn1",0,0.3,0,0,0,0
"Gfra1",0,0.44,0.63,0,0,0
"Tmem132d",0,0.18,0.22,0,0.18,0
"Xylt1",0.11,0,0,0,0.05,0.06
"Ephb1",0.07,0.62,0,0,0,0
"Nudt9",0,0,0.11,0,0.15,0.01
"H2-Q7",0,0.64,0.23,0,0,0
"Zfp808",0.08,0,0.41,0,0,0
"Gaa",0,0,0.18,0,0.06,0
"Meox2",0,0.47,0,0,0,0
"Ncaph",0,0.71,0,0.4,0,0
"Rbbp8",0.06,0.34,0,0,0,0
"Ncam2",0.32,0.23,0,0,0.2,0.05
"Arhgap42",0,0,0.02,0,0,0.33
"Herc1",0.19,0.02,0,0,0,0
"Khdrbs2",0.22,0,0.14,0.17,0,0.01
"Chgb",0,0,0.32,0,0.02,0
"4933406B17Rik",0.26,0.83,0,0,0.37,0
"Rora",0,0,0,0,0.17,0.08
"Zfp710",0,0,0,0.27,0,0
"Ldlr",0.19,0.09,0,0,0,0.04
"Magi3",0,0.09,0.05,0.03,0,0
"Tnfrsf19",0,0,0,0,0,0.56
"Gabrg1",0.2,0,0,0,0.32,0
"Ddn",0,0,0,0,0,0.53
"Ugcg",0,0,0.14,0,0,0.08
"Dixdc1",0.22,0.01,0,0,0,0
"Nap1l5",0.11,0,0.15,0,0.16,0
"Wdfy2",0,0,0,0.17,0,0
"Phka1",0,0,0.04,0,0,0.1
"Pcsk1n",0,0,0.18,0,0.12,0.09
"Sncaip",0,0.57,0.05,0.24,0,0
"Acot11",0.55,0.08,0,0,0,0
"Nell1",0.52,0,0,0,0,0.47
"Sox5",0,0,0.22,0,0.15,0.51
"Ncam1",0.22,0.16,0.19,0.05,0,0.19
"Slc4a10",0,0,0,0,0,0
"Celf2",0,0.1,0,0.24,0.24,0.19
"Tnc",0,0,0.9,0,0,0
"4930444A19Rik",0,0,0.2,0,0,0.01
